Image Name, Appearances, Hits, Misses
Checkerboard-contrast_1.png, 54, 0, 54
Checkerboard-contrast_2.png, 52, 0, 52
Checkerboard-contrast_4.png, 50, 1, 49
Checkerboard-contrast_7.png, 47, 0, 47
Checkerboard-contrast_14.png, 43, 2, 41
Checkerboard-contrast_27.png, 41, 2, 39
Checkerboard-contrast_52.png, 39, 1, 38
Checkerboard-contrast_100.png, 37, 5, 32

Hour, # Successful Pokes
1, 4
2, 0
3, 3
4, 4
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0

Image, Time of poke, Latencies (sec)
Checkerboard-contrast_4.png, 2398.072, 14.070999999999913
Checkerboard-contrast_14.png, 1980.702, 3.3599999999999
Checkerboard-contrast_14.png, 2645.839, 3.3220000000001164
Checkerboard-contrast_27.png, 1856.627, 2.9400000000000546
Checkerboard-contrast_27.png, 8415.03, 7.352000000000771
Checkerboard-contrast_52.png, 8784.302, 4.208999999998923
Checkerboard-contrast_100.png, 10137.263, 24.919000000001688
Checkerboard-contrast_100.png, 12262.646, 25.791000000001077
Checkerboard-contrast_100.png, 13221.475, 2.878000000000611
Checkerboard-contrast_100.png, 13285.561, 3.3359999999993306
Checkerboard-contrast_100.png, 13704.143, 3.780000000000655
