Image Name, Appearances, Hits, Misses
Checkerboard.png, 134, 134, 0

Hour, # Successful Pokes
1, 13
2, 12
3, 14
4, 21
5, 0
6, 0
7, 19
8, 14
9, 16
10, 13
11, 12
12, 0

Image, Time of poke, Latencies (sec)
Checkerboard.png, 181.207, 126.88399999999999
Checkerboard.png, 296.811, 39.10999999999996
Checkerboard.png, 815.724, 186.82900000000006
Checkerboard.png, 970.066, 113.36800000000005
Checkerboard.png, 1451.106, 320.876
Checkerboard.png, 1674.368, 95.97199999999998
Checkerboard.png, 2187.564, 320.6489999999999
Checkerboard.png, 2448.537, 85.93799999999965
Checkerboard.png, 2664.258, 162.79199999999992
Checkerboard.png, 2955.78, 279.87800000000016
Checkerboard.png, 3100.728, 127.06700000000001
Checkerboard.png, 3399.743, 144.82400000000007
Checkerboard.png, 3526.883, 42.07999999999993
Checkerboard.png, 3884.27, 158.62300000000005
Checkerboard.png, 4036.231, 36.547000000000025
Checkerboard.png, 4286.117, 178.28800000000047
Checkerboard.png, 4528.795, 83.77499999999964
Checkerboard.png, 4732.624, 89.8090000000002
Checkerboard.png, 5007.018, 200.91600000000017
Checkerboard.png, 5168.531, 128.16799999999967
Checkerboard.png, 5621.688, 440.40999999999985
Checkerboard.png, 6043.863, 310.7390000000005
Checkerboard.png, 6337.579, 248.55199999999968
Checkerboard.png, 6771.597, 413.3029999999999
Checkerboard.png, 6995.388, 151.23499999999967
Checkerboard.png, 7507.705, 392.54200000000037
Checkerboard.png, 7580.473, 35.47999999999956
Checkerboard.png, 7804.807, 185.2529999999997
Checkerboard.png, 8029.79, 4.195999999999913
Checkerboard.png, 8242.022, 95.62200000000121
Checkerboard.png, 8544.011, 155.91300000000047
Checkerboard.png, 8746.763, 127.69600000000173
Checkerboard.png, 9027.565, 124.58600000000115
Checkerboard.png, 9473.812, 125.1299999999992
Checkerboard.png, 9772.047, 243.03100000000086
Checkerboard.png, 9887.181, 70.32600000000093
Checkerboard.png, 10095.821, 105.14099999999962
Checkerboard.png, 10402.835, 116.57799999999952
Checkerboard.png, 10676.498, 121.82099999999991
Checkerboard.png, 10960.782, 49.36199999999917
Checkerboard.png, 11150.569, 34.78299999999945
Checkerboard.png, 11202.581, 18.032999999999447
Checkerboard.png, 11259.651, 19.477999999999156
Checkerboard.png, 11825.959, 39.802999999999884
Checkerboard.png, 11893.838, 37.97199999999975
Checkerboard.png, 11952.699, 33.64900000000125
Checkerboard.png, 12090.969, 24.455999999998312
Checkerboard.png, 12171.614, 44.72199999999975
Checkerboard.png, 12244.67, 42.94100000000071
Checkerboard.png, 12312.386, 45.63199999999961
Checkerboard.png, 12378.275, 28.686999999999898
Checkerboard.png, 12510.511, 119.26200000000063
Checkerboard.png, 12613.794, 85.15300000000025
Checkerboard.png, 12697.288, 68.80299999999988
Checkerboard.png, 12764.923, 5.6380000000008295
Checkerboard.png, 12813.977, 38.340000000000146
Checkerboard.png, 12912.636, 86.5630000000001
Checkerboard.png, 13200.389, 276.28199999999924
Checkerboard.png, 13221.283, 6.881999999999607
Checkerboard.png, 13276.157, 46.576999999999316
Checkerboard.png, 22226.773, 12.166000000001077
Checkerboard.png, 22533.889, 5.009999999998399
Checkerboard.png, 22588.528, 6.252999999996973
Checkerboard.png, 22922.344, 7.390999999999622
Checkerboard.png, 22993.586, 9.013999999999214
Checkerboard.png, 23046.591, 6.592000000000553
Checkerboard.png, 23153.798, 7.133999999998196
Checkerboard.png, 23196.163, 15.869999999998981
Checkerboard.png, 23224.767, 6.311999999998079
Checkerboard.png, 23269.695, 21.45799999999872
Checkerboard.png, 23316.773, 24.833000000002357
Checkerboard.png, 23358.521, 28.074000000000524
Checkerboard.png, 23428.079, 53.06300000000192
Checkerboard.png, 23453.406, 14.054000000000087
Checkerboard.png, 23495.112, 31.163000000000466
Checkerboard.png, 23595.167, 92.78100000000268
Checkerboard.png, 23663.307, 58.388999999999214
Checkerboard.png, 24091.236, 420.09600000000137
Checkerboard.png, 24570.767, 464.77999999999884
Checkerboard.png, 25281.06, 676.4380000000019
Checkerboard.png, 25315.953, 17.712999999999738
Checkerboard.png, 25581.447, 243.87099999999919
Checkerboard.png, 25842.107, 237.95200000000114
