Image Name, Appearances, Hits, Misses
Checkerboard.png, 109, 109, 0

Hour, # Successful Pokes
1, 3
2, 4
3, 14
4, 5
5, 13
6, 12
7, 16
8, 13
9, 13
10, 5
11, 0
12, 11

Time of reward, Image, Time of poke, Latencies (sec)
101.226, Checkerboard.png, 187.26000000000002, 86.03400000000002
1425.994, Checkerboard.png, 1695.509, 269.5150000000001
1940.901, Checkerboard.png, 1956.1090000000002, 15.208000000000084
6527.952, Checkerboard.png, 6568.349, 40.396999999999935
6688.649, Checkerboard.png, 6727.019, 38.36999999999989
6825.187, Checkerboard.png, 6891.360000000001, 66.17300000000068
6990.899, Checkerboard.png, 7067.338000000001, 76.4390000000003
7304.5, Checkerboard.png, 7502.211, 197.71100000000024
7582.056, Checkerboard.png, 7644.39, 62.33400000000074
7713.957, Checkerboard.png, 7742.695000000001, 28.738000000000284
7827.641, Checkerboard.png, 7920.967000000001, 93.32600000000093
8133.131, Checkerboard.png, 8209.226999999999, 76.09599999999864
8258.708, Checkerboard.png, 8307.97, 49.26199999999881
8368.149, Checkerboard.png, 8643.99, 275.84100000000035
8750.505, Checkerboard.png, 8841.787999999999, 91.28299999999945
8914.571, Checkerboard.png, 9168.657, 254.08599999999933
9310.256, Checkerboard.png, 9520.716999999999, 210.46099999999933
9617.644, Checkerboard.png, 9687.556999999999, 69.91299999999865
9727.037, Checkerboard.png, 10008.149, 281.11199999999917
10109.159, Checkerboard.png, 10430.695, 321.53600000000006
10532.798, Checkerboard.png, 10773.744999999999, 240.9469999999983
11337.089, Checkerboard.png, 11365.189999999999, 28.10099999999875
11696.245, Checkerboard.png, 11712.274, 16.028999999998632
11892.758, Checkerboard.png, 12044.296999999999, 151.53899999999885
12104.564, Checkerboard.png, 12136.585, 32.02099999999882
12242.111, Checkerboard.png, 12301.07, 58.95899999999892
15404.699, Checkerboard.png, 15412.831999999999, 8.132999999997992
15706.008, Checkerboard.png, 15718.637999999999, 12.6299999999992
15818.712, Checkerboard.png, 15888.386999999999, 69.67499999999927
15980.551, Checkerboard.png, 16035.958999999999, 55.40799999999945
16140.863, Checkerboard.png, 16181.019, 40.15600000000086
16319.468, Checkerboard.png, 16354.596, 35.12799999999879
16601.767, Checkerboard.png, 16616.509, 14.74199999999837
16716.09, Checkerboard.png, 16746.318, 30.227999999999156
16802.611, Checkerboard.png, 16899.905, 97.29399999999805
17042.663, Checkerboard.png, 17090.024999999998, 47.36199999999735
17284.131, Checkerboard.png, 17319.451, 35.31999999999971
17500.795, Checkerboard.png, 17709.512, 208.71700000000055
17779.166, Checkerboard.png, 17970.274999999998, 191.10899999999674
18076.788, Checkerboard.png, 18105.606, 28.8179999999993
18149.807, Checkerboard.png, 18222.027, 72.21999999999753
18503.016, Checkerboard.png, 18524.068, 21.05199999999968
18840.61, Checkerboard.png, 18844.095999999998, 3.485999999997148
18945.47, Checkerboard.png, 19274.166999999998, 328.6969999999965
19324.764, Checkerboard.png, 19375.051, 50.28700000000026
19427.806, Checkerboard.png, 19736.779, 308.97299999999814
19839.216, Checkerboard.png, 20044.51, 205.29399999999805
20117.782, Checkerboard.png, 20325.76, 207.97799999999916
20875.467, Checkerboard.png, 21005.738, 130.27100000000064
21101.588, Checkerboard.png, 21129.886, 28.297999999998865
21352.489, Checkerboard.png, 21453.227, 100.73799999999756
21565.069, Checkerboard.png, 21677.448, 112.37900000000081
21728.273, Checkerboard.png, 21862.672, 134.3989999999976
21952.048, Checkerboard.png, 22013.853, 61.80500000000029
22082.432, Checkerboard.png, 22119.832, 37.39999999999782
22164.024, Checkerboard.png, 22422.782, 258.757999999998
22515.173, Checkerboard.png, 22661.287, 146.1140000000014
22712.165, Checkerboard.png, 22837.121, 124.95599999999831
22864.326, Checkerboard.png, 23051.557, 187.23099999999977
23145.361, Checkerboard.png, 23332.2, 186.83899999999994
23356.626, Checkerboard.png, 23436.629, 80.00300000000061
23526.41, Checkerboard.png, 23716.82, 190.40999999999985
23898.676, Checkerboard.png, 23999.523, 100.84700000000157
24075.499, Checkerboard.png, 24247.653, 172.15399999999863
24341.351, Checkerboard.png, 24450.075, 108.72400000000198
24483.772, Checkerboard.png, 24606.843, 123.07099999999991
24784.606, Checkerboard.png, 25186.845, 402.2390000000014
25561.965, Checkerboard.png, 25648.912, 86.94700000000012
25715.411, Checkerboard.png, 25734.934, 19.523000000001048
25824.064, Checkerboard.png, 25906.434, 82.37000000000262
25999.671, Checkerboard.png, 26316.45, 316.77900000000227
26388.372, Checkerboard.png, 26510.208, 121.83599999999933
26588.788, Checkerboard.png, 26834.923, 246.1349999999984
26885.032, Checkerboard.png, 27034.995, 149.96299999999974
27112.304, Checkerboard.png, 27262.688, 150.3839999999982
27317.22, Checkerboard.png, 27509.548, 192.3279999999977
27555.729, Checkerboard.png, 27709.052, 153.32300000000032
27785.159, Checkerboard.png, 28029.122, 243.96299999999974
28077.668, Checkerboard.png, 28345.773, 268.10499999999956
28398.173, Checkerboard.png, 28671.656, 273.4830000000002
28812.787, Checkerboard.png, 28981.45, 168.66300000000047
29067.203, Checkerboard.png, 29458.732, 391.52899999999863
29539.851, Checkerboard.png, 29749.876, 210.02500000000146
29839.508, Checkerboard.png, 29941.602, 102.09399999999732
30005.722, Checkerboard.png, 30047.661, 41.93899999999849
30504.66, Checkerboard.png, 30572.139, 67.47899999999936
30702.673, Checkerboard.png, 30806.996, 104.32300000000032
30936.94, Checkerboard.png, 31103.68, 166.7400000000016
