Image Name, Appearances, Hits, Misses
Vertical_Stripes.png, 119, 119, 0

Hour, # Successful Pokes
1, 3
2, 0
3, 10
4, 22
5, 7
6, 26
7, 15
8, 8
9, 1
10, 10
11, 13
12, 4

Time of reward, Image, Time of poke, Latencies (sec)
229.09, Vertical_Stripes.png, 272.73400000000004, 43.644000000000034
530.629, Vertical_Stripes.png, 674.43, 143.80099999999993
2115.264, Vertical_Stripes.png, 2464.446, 349.1819999999998
7619.55, Vertical_Stripes.png, 7788.157, 168.60699999999997
7896.799, Vertical_Stripes.png, 7919.2570000000005, 22.45800000000054
8170.098, Vertical_Stripes.png, 8657.244999999999, 487.146999999999
8775.119, Vertical_Stripes.png, 8937.431999999999, 162.31299999999828
8999.752, Vertical_Stripes.png, 9045.943, 46.190999999998894
9434.387, Vertical_Stripes.png, 9619.713, 185.3259999999991
9706.239, Vertical_Stripes.png, 9804.501999999999, 98.26299999999901
10083.625, Vertical_Stripes.png, 10089.33, 5.704999999999927
10364.599, Vertical_Stripes.png, 10464.273, 99.67399999999907
10678.394, Vertical_Stripes.png, 10718.068, 39.67399999999907
10820.785, Vertical_Stripes.png, 11058.758, 237.97299999999996
11139.037, Vertical_Stripes.png, 11156.823999999999, 17.786999999998443
11259.059, Vertical_Stripes.png, 11325.827, 66.76800000000003
11398.329, Vertical_Stripes.png, 11485.301, 86.97199999999975
11627.552, Vertical_Stripes.png, 11788.741, 161.1890000000003
11972.588, Vertical_Stripes.png, 12044.014, 71.42599999999948
12152.472, Vertical_Stripes.png, 12199.108999999999, 46.63699999999881
12282.806, Vertical_Stripes.png, 12292.943, 10.136999999998807
12364.183, Vertical_Stripes.png, 12381.659, 17.47599999999875
12449.199, Vertical_Stripes.png, 12456.135999999999, 6.936999999998079
12525.199, Vertical_Stripes.png, 12614.829, 89.6299999999992
12659.698, Vertical_Stripes.png, 12693.899, 34.20099999999911
12904.001, Vertical_Stripes.png, 12910.226999999999, 6.2259999999987485
12954.515, Vertical_Stripes.png, 13038.553, 84.03800000000047
13168.151, Vertical_Stripes.png, 13239.096, 70.94499999999971
13288.954, Vertical_Stripes.png, 13310.529999999999, 21.575999999999112
13437.4, Vertical_Stripes.png, 13445.115, 7.7150000000001455
13515.441, Vertical_Stripes.png, 13603.671, 88.22999999999956
13655.795, Vertical_Stripes.png, 13696.544, 40.748999999999796
13829.2, Vertical_Stripes.png, 13878.302, 49.10199999999895
13943.586, Vertical_Stripes.png, 14233.396999999999, 289.8109999999997
14278.934, Vertical_Stripes.png, 14341.269, 62.335000000000946
14436.292, Vertical_Stripes.png, 14529.419, 93.12700000000041
14572.809, Vertical_Stripes.png, 14621.564999999999, 48.7559999999994
14754.143, Vertical_Stripes.png, 14765.446, 11.302999999999884
14805.189, Vertical_Stripes.png, 14923.699999999999, 118.5109999999986
15139.877, Vertical_Stripes.png, 15230.864, 90.98699999999917
15434.329, Vertical_Stripes.png, 15567.626, 133.29700000000048
15785.814, Vertical_Stripes.png, 15838.884, 53.06999999999971
17993.102, Vertical_Stripes.png, 18010.981, 17.879000000000815
18105.086, Vertical_Stripes.png, 18130.676, 25.590000000000146
18233.958, Vertical_Stripes.png, 18239.122, 5.164000000000669
