Image Name, Appearances, Hits, Misses
Checkerboard.png, 346, 0, 346

Hour, # Successful Pokes
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0

Time of reward, Image, Time of poke, Latencies (sec)
2415.728, Checkerboard.png, TIMEOUT
2543.343, Checkerboard.png, TIMEOUT
2698.68, Checkerboard.png, TIMEOUT
3176.604, Checkerboard.png, TIMEOUT
3304.634, Checkerboard.png, TIMEOUT
3421.157, Checkerboard.png, TIMEOUT
4095.821, Checkerboard.png, TIMEOUT
4835.441, Checkerboard.png, TIMEOUT
9481.582, Checkerboard.png, TIMEOUT
9550.739, Checkerboard.png, TIMEOUT
9628.922, Checkerboard.png, TIMEOUT
9735.465, Checkerboard.png, TIMEOUT
9805.394, Checkerboard.png, TIMEOUT
9870.778, Checkerboard.png, TIMEOUT
10136.845, Checkerboard.png, TIMEOUT
10199.97, Checkerboard.png, TIMEOUT
10254.529, Checkerboard.png, TIMEOUT
10315.821, Checkerboard.png, TIMEOUT
10405.384, Checkerboard.png, TIMEOUT
10498.876, Checkerboard.png, TIMEOUT
10554.596, Checkerboard.png, TIMEOUT
10608.905, Checkerboard.png, TIMEOUT
11496.995, Checkerboard.png, TIMEOUT
11559.243, Checkerboard.png, TIMEOUT
11772.032, Checkerboard.png, TIMEOUT
11829.997, Checkerboard.png, TIMEOUT
11889.742, Checkerboard.png, TIMEOUT
12438.741, Checkerboard.png, TIMEOUT
12504.992, Checkerboard.png, TIMEOUT
12585.029, Checkerboard.png, TIMEOUT
12651.606, Checkerboard.png, TIMEOUT
12714.794, Checkerboard.png, TIMEOUT
12829.034, Checkerboard.png, TIMEOUT
12890.02, Checkerboard.png, TIMEOUT
12963.848, Checkerboard.png, TIMEOUT
13064.451, Checkerboard.png, TIMEOUT
13147.624, Checkerboard.png, TIMEOUT
13567.32, Checkerboard.png, TIMEOUT
13629.722, Checkerboard.png, TIMEOUT
13709.465, Checkerboard.png, TIMEOUT
13846.565, Checkerboard.png, TIMEOUT
13901.487, Checkerboard.png, TIMEOUT
14429.127, Checkerboard.png, TIMEOUT
14568.706, Checkerboard.png, TIMEOUT
14628.228, Checkerboard.png, TIMEOUT
14688.432, Checkerboard.png, TIMEOUT
14744.12, Checkerboard.png, TIMEOUT
14861.641, Checkerboard.png, TIMEOUT
14919.224, Checkerboard.png, TIMEOUT
14986.64, Checkerboard.png, TIMEOUT
15527.295, Checkerboard.png, TIMEOUT
15625.015, Checkerboard.png, TIMEOUT
15728.492, Checkerboard.png, TIMEOUT
15783.736, Checkerboard.png, TIMEOUT
15841.591, Checkerboard.png, TIMEOUT
15898.062, Checkerboard.png, TIMEOUT
15955.747, Checkerboard.png, TIMEOUT
16343.344, Checkerboard.png, TIMEOUT
16404.667, Checkerboard.png, TIMEOUT
16500.603, Checkerboard.png, TIMEOUT
16582.86, Checkerboard.png, TIMEOUT
16637.701, Checkerboard.png, TIMEOUT
16692.714, Checkerboard.png, TIMEOUT
16802.908, Checkerboard.png, TIMEOUT
16859.234, Checkerboard.png, TIMEOUT
16946.3, Checkerboard.png, TIMEOUT
17001.419, Checkerboard.png, TIMEOUT
17054.04, Checkerboard.png, TIMEOUT
17110.079, Checkerboard.png, TIMEOUT
17193.29, Checkerboard.png, TIMEOUT
17357.016, Checkerboard.png, TIMEOUT
17417.203, Checkerboard.png, TIMEOUT
17530.141, Checkerboard.png, TIMEOUT
17586.122, Checkerboard.png, TIMEOUT
17682.02, Checkerboard.png, TIMEOUT
17739.638, Checkerboard.png, TIMEOUT
17799.893, Checkerboard.png, TIMEOUT
17863.934, Checkerboard.png, TIMEOUT
17933.159, Checkerboard.png, TIMEOUT
18016.029, Checkerboard.png, TIMEOUT
18073.707, Checkerboard.png, TIMEOUT
18149.932, Checkerboard.png, TIMEOUT
18244.136, Checkerboard.png, TIMEOUT
18298.911, Checkerboard.png, TIMEOUT
18374.494, Checkerboard.png, TIMEOUT
18430.565, Checkerboard.png, TIMEOUT
18487.889, Checkerboard.png, TIMEOUT
18544.673, Checkerboard.png, TIMEOUT
18616.705, Checkerboard.png, TIMEOUT
18810.932, Checkerboard.png, TIMEOUT
18863.43, Checkerboard.png, TIMEOUT
18961.014, Checkerboard.png, TIMEOUT
19047.103, Checkerboard.png, TIMEOUT
19101.451, Checkerboard.png, TIMEOUT
19245.886, Checkerboard.png, TIMEOUT
19298.169, Checkerboard.png, TIMEOUT
19528.844, Checkerboard.png, TIMEOUT
19581.214, Checkerboard.png, TIMEOUT
19638.068, Checkerboard.png, TIMEOUT
19724.617, Checkerboard.png, TIMEOUT
19780.917, Checkerboard.png, TIMEOUT
19851.821, Checkerboard.png, TIMEOUT
19906.544, Checkerboard.png, TIMEOUT
19998.117, Checkerboard.png, TIMEOUT
20052.377, Checkerboard.png, TIMEOUT
20344.22, Checkerboard.png, TIMEOUT
20399.497, Checkerboard.png, TIMEOUT
20455.403, Checkerboard.png, TIMEOUT
20532.978, Checkerboard.png, TIMEOUT
20588.056, Checkerboard.png, TIMEOUT
20655.985, Checkerboard.png, TIMEOUT
20727.059, Checkerboard.png, TIMEOUT
20961.688, Checkerboard.png, TIMEOUT
21016.417, Checkerboard.png, TIMEOUT
21765.566, Checkerboard.png, TIMEOUT
21888.754, Checkerboard.png, TIMEOUT
21952.547, Checkerboard.png, TIMEOUT
22247.111, Checkerboard.png, TIMEOUT
22303.359, Checkerboard.png, TIMEOUT
22417.97, Checkerboard.png, TIMEOUT
22473.582, Checkerboard.png, TIMEOUT
22559.634, Checkerboard.png, TIMEOUT
22629.762, Checkerboard.png, TIMEOUT
22733.138, Checkerboard.png, TIMEOUT
22789.891, Checkerboard.png, TIMEOUT
22879.36, Checkerboard.png, TIMEOUT
22957.032, Checkerboard.png, TIMEOUT
23019.367, Checkerboard.png, TIMEOUT
23075.607, Checkerboard.png, TIMEOUT
23134.121, Checkerboard.png, TIMEOUT
23194.016, Checkerboard.png, TIMEOUT
23244.93, Checkerboard.png, TIMEOUT
23333.441, Checkerboard.png, TIMEOUT
23391.904, Checkerboard.png, TIMEOUT
23450.89, Checkerboard.png, TIMEOUT
23540.611, Checkerboard.png, TIMEOUT
23596.067, Checkerboard.png, TIMEOUT
23658.868, Checkerboard.png, TIMEOUT
23711.395, Checkerboard.png, TIMEOUT
23766.002, Checkerboard.png, TIMEOUT
23838.498, Checkerboard.png, TIMEOUT
23942.991, Checkerboard.png, TIMEOUT
23998.735, Checkerboard.png, TIMEOUT
24059.144, Checkerboard.png, TIMEOUT
24115.543, Checkerboard.png, TIMEOUT
24166.752, Checkerboard.png, TIMEOUT
24224.114, Checkerboard.png, TIMEOUT
24283.181, Checkerboard.png, TIMEOUT
24342.198, Checkerboard.png, TIMEOUT
24396.972, Checkerboard.png, TIMEOUT
24446.103, Checkerboard.png, TIMEOUT
24500.988, Checkerboard.png, TIMEOUT
24555.179, Checkerboard.png, TIMEOUT
24607.789, Checkerboard.png, TIMEOUT
24661.229, Checkerboard.png, TIMEOUT
24723.018, Checkerboard.png, TIMEOUT
