Image Name, Appearances, Hits, Misses
Checkerboard.png, 1, 26, -25

Hour, # Successful Pokes
1, 0
2, 1
3, 0
4, 0
5, 96
6, 3
7, 30
8, 59
9, 54
10, 69
11, 43
12, 45

Image, Time of poke, Latencies (sec)
Checkerboard.png, 3642.462, 3642.165
Checkerboard.png, 16959.382, 16959.085000000003
Checkerboard.png, 28077.957, 28077.66
Checkerboard.png, 30396.454, 30396.157000000003
